,client,title,pos_review,neg_review,nationality,score,travel_type,room_type,date_review
809,Elena,Bien,"limpieza
ubicación
desayuno muy completo",wifi- no llegaba a la habitacion,España,"7,0",En grupo,Habitación Cuádruple Estándar,3/01/2022
810,Nuria,Decepcionante,el personal amable,la reserva no correspondia a lo que yo pacté. no había buen wifi.,España,"4,0",En familia,Habitación Triple,3/01/2022
811,Yolanda,Aceptable,"ya hemos estado varies veces y siempre perfecto. 
la situación del hotel sobretodo, y la habitación.","pero esta vez, estábamos en un habitación en el primer piso, que se oía todo. 
y el internet no funcionó en toda la estancia.",España,"5,0",En familia,Habitación Cuádruple Estándar,1/01/2022
812,Rosa,Muy mal,Me parece un abuso que al liquidar la estancia se incremente en un porcentaje abusivo la cuenta por un exceso de ocupación. Este punto lo voy a compartir en todas las plataformas que pueda.,,España,"2,0",En grupo,Habitación Cuádruple Estándar,28/12/2021
813,Jenifer,Agradable,ubicación,la moqueta con polvo y las habitaciones un poco dejadas y descuidadas,España,"6,0",En pareja,Habitación Doble - 1 o 2 camas,14/12/2021
814,Aurora,Aceptable,El personal es amable.,"Desayuno muy mejorable, el primer día había tres naranjas y el segundo ninguna (pregunté y la respuesta...NO, NO HAY). El tercer día desayunamos fuera del Hotel
La limpieza de la habitación... lamentable. Movimos una mesilla y allí había de todo. Creo que pasar una aspiradora por lo menos cuando se cambia de cliente deberían planteárselo. Y si limpiaran la tapicería del sofá cama o mejor las cambiaran sería de aprobado.",España,"5,0",En familia,Habitación Cuádruple Estándar,9/12/2021
815,Olga,Aceptable,Ubicacion,"Habitacionds viejas, para nada modernas mobiliario muy viejo. Relacion calidad precio fatal. Por el estilo de hotel es carissimo!",España,"5,0",En pareja,Habitación Doble - 1 o 2 camas,9/12/2021
816,Marga,No volveremos,"El día de nuestra llegada encontramos en la nevera de la habitación una botella de agua abierta y utilizada hasta la mitad.
Al irnos a acostar y abrir la cama me encontré pegado en la sábana un pòsit con el nombre de ROSA escrito en él.
Al bajar a recepción y comentarlo a la señorita se sorprendió , pidió disculpas y ya.
Sinceramente lo de la botella de agua abierta y usada en el momento en que nos encontramos me pareció muy grave y lo del pòsit....
El personal del restaurante ha sido  muy amable.",,España,"6,0",En familia,Habitación Triple,8/12/2021
817,Cristian,comodidad y cercanía con la calle principal,sobre todo la ubicación,precio alto,España,"7,0",En pareja,Habitación Doble Deluxe,7/12/2021
818,Jesica,Le falta una buena reforma,ubicación,"No parece un establecimiento de 4 estrellas. Las habitaciones necesitan una reforma.
Baño con moho, puertas bufadas, colchón curvado",España,"4,0",En grupo,Habitación Individual,29/11/2021
819,Silvia,ubicacion 10 restó un 5,"cuando llegamos éramos 2 adultos y una niña de 14 años y su cama no estaba preparada. Nos comentaron que teníamos que hacer un cambio de habitación. la ubicación un 10, pero el wifi se iba y venía .., un rollo …","el wifi, los colchones mucho que desear",España,"5,0",En familia,Habitación Triple,25/11/2021
820,Mireia,En la 511 no llega el wifi,"Me gusto que la habitación tubiera dos baños. 
Los cojines son muy cómodos.
El desayuno buffet está muy completo.","La habitación tenia la ducha con pelos y no hay escobillas.
El internet si pasas de la puerta lo pierdes, no llega. Estabamos en la 511. Incluso la tv q es smart tv, pierde la conexión. 
Los colchones son de muelles.",España,"6,0",En grupo,Habitación Cuádruple Deluxe,22/11/2021
821,Maria,Buena y tranquila,La cama por su tamaño grande,La habitación estándar le hace falta una reforma en el mobiliario está bastante viejos y golpeados,España,"7,0",En pareja,Habitación Doble - 1 o 2 camas,30/10/2021
822,Letizia,Estancia céntrica.,"Ubicado cerca de la zona comercial. 
Habitaciones aisladas del ruido. 
Buena higiene.","He seleccionado este hotel por la ubicación y la disponibilidad de recarga para vehículos eléctricos. Sin embargo,  al llegar al hotel y solicitar dicha plaza de recarga, la asistente en turno en recepción me pregunta si tengo cable conector?. 
Después me informa que no sabe dónde se encuentra dicha plaza y que tiene que hablar con alguien de mantenimiento. 
Mientras espero dicha información, me instalo en la habitación. 
Transcurridos 15 minutos acudo nuevamente a preguntar acerca del parking  y me dicen que van a ver si pueden disponer de ella porque hay que solicitarla anticipadamente. 
Además, hay que pagar por el uso de la misma (el costo sale más caro que una estación pública) y además hay que sumar los 18€ por derecho a aparcar en el hotel con plazas de  parking muy reducidas. 
Para cualquier coche o un SUV rozan las puertas con otros coches al salir. 
Hay que maniobrar demasiado  para aparcar en el parking subterráneo. 
Colchón de la cama muy blando.
Muebles y decoración un poco antigua. 
Precio del parking de este hotel es limitado en plazas y más caro que un parking público localizado a 400-500 mts con plazas amplias y vídeo vigilancia. 
Personal poco sociable. 
Las fotos  de publicidad en booking con mobiliario nuevo no correspondían al de mi habitación que tenía muebles antiguos.",Italia,"7,0",Persona que viaja sola,Habitación Individual,23/10/2021
823,Carlota,Aceptable,Buena ubicación,Camas y almohadas incómodas. No atendieron la petición de cama doble.,España,"5,0",En pareja,Habitación Doble Deluxe,22/10/2021
824,Javier,Decepcionante,"La atención al cliente/usuario. Mucha amabilidad pero no saben expresarse con claridad y concreción. Las explicaciones en el funcionamiento del Parking, no solo son imprecisas sino que generan duda en el funcionamiento.",,España,"4,0",En familia,Habitación Cuádruple Estándar,14/10/2021
825,Blanca,"Habitacion buena para familias,le falta cuidar los detalles de la habitacion","El desayuno bien, nada especial, correcto",El mobiliario poco cuidado,España,"6,0",En pareja,Habitación Doble - 1 o 2 camas,15/09/2021
826,Bruno,PROPIETARIO INVIERTA ALGO EN ARREGLOS!,"La ubicación es perfecta, el personal agradable, el desayuno es correcto però sin más.","El propietario del hotel se podria gastar un poco de dinero  en el mantenimiento ya que la pica del baño estaba rota y pintada con un parche, las luces parece que da miedo ponerlas algo mas potentes por si se ven los desperfectos, el parquet destrozado, las mamparas de bañera y la ducha  pierden por todos lados, y la limpieza escasea, de echo cuando llegamos habia un palillo en el suelo y cuando nos fuimos despues de 4 dias seguia allí.
Hablo solo por la experiència de mi habitacion la 204.",España,"4,0",En familia,Habitación Triple,10/09/2021
827,Anna,Correcto,WiFi muy lenta,,España,"7,0",En familia,Habitación Cuádruple Estándar,6/09/2021
828,Miquel,Aceptable,Habitación muy amplia para la familia,Temperatura alta excesiva. El aire acondicionado no enfriaba lo suficiente para las dimensiones de la habitación,España,"5,0",En familia,Habitación Triple,4/09/2021
829,Maria,Nos alojamos 2 adultos y 2 niñas en una habitación cuádruple.,Lo que más me a gustado es el servicio de limpieza de la habitación.,"Las habitaciones tienen los muebles muy estropeados y la puerta del baño está deteriorada, no se corresponde con un 4 estrellas.",España,"6,0",En familia,Habitación Cuádruple Estándar,29/08/2021
830,Cristina,Buena ubicación,"Muy cerca del centro, y un buen desayuno.",,España,"7,0",En familia,Habitación Cuádruple Estándar,26/08/2021
831,Jordi,Bien,"Que entras a las 16:00 y tienes que salir a las 12:00 , pagas por 20 horas de estancia y encima sin párking, porque estaba todo ocupado en fin un poco desastre tienen que avisar antes de coger el hotel ,yo personalmente hubiera cambiado",,España,"7,0",En grupo,Habitación Doble - 1 o 2 camas,21/08/2021
832,J,Bien,La atención en recepción en Check-In muy mal...,,España,"7,0",En familia,Habitación Cuádruple Deluxe,17/08/2021
833,Gemma,Agradable,Ubicación,Ruido a las 8 del servicio de limpieza. Desperfectos en mobiliario habitación. No parece un hotel de 4 estrellas.,España,"6,0",En familia,Habitación Triple,12/08/2021
834,Edgar,Bien,La ubicación del hotel.,"Poca variedad en el desayuno.El hotel no da  servicio de cafetería para tomar un café, un sandwich...
La habitación bastante limpia pero marcos,paredes y mobiliario estaban estropeados.",España,"7,0",En familia,Habitación Cuádruple Estándar,11/08/2021
835,Monicaserrac,Bien,"No llega el wifi en todas las habitaciones,  en la nuestra que estaba en el hueco de la escalera sin wi-fi completamente",,España,"7,0",En familia,Habitación Cuádruple Estándar,9/08/2021
836,Ernesto,Bien,La ubicación.,El desayuno mas variado,España,"7,0",En familia,Habitación Doble - 1 o 2 camas,3/08/2021
837,Maica,Todo correcto excepto la persona de recepción,"La señora de recepción no sirve para estar en recepción, le falta bastante educación.
Me dejó de mentirosa después de haberme dicho q estaba en la obligación de llevar DNI d mis hijos menores de 3 años y q si no los tenía debía llamar a la policia y q serían 3.000 euros de multa. Una vergüenza de trato el de esa señora. Estaba ayer 31-7 a las 17:30-18:00 d la tarde en recepción. Una señora morena con gafas(su nombre lo desconozco).",,España,"5,0",En familia,Habitación Cuádruple Estándar,1/08/2021
838,Elisa,Bien,"Por motivos de reforma del hotel, nos pusieron en una habitación superior, de grandes dimensiones, la que habíamos reservado.",No funcionaba el aire acondicionado.,España,"7,0",En pareja,Habitación Doble - 1 o 2 camas,12/07/2021
839,Fco,No es 4 estrellas,Sin comentarios,"Cuarto de baño antiguo, no tiene bidet y la bañera ya no se lleva, dificultad para entrar y salir, sería mejor una ducha.",España,"6,0",En pareja,Habitación Doble - 1 o 2 camas,3/07/2021
840,Mònica,Ideal para famílias,"Para nosotros la ubicación es perfecta, también el tamaño de la habitación ya que somos una família de 5 miembros","Nada, ya me había alojado antes allí, no habría vuelto si no me hubiera gustado",España,"7,0",Persona que viaja sola,Habitación Familiar,1/07/2021
841,Carlos,Pésimo,Estaban en obras. No hay aviso. Ruidos de martillos a las 07:45,,España,"1,0",En familia,Habitación Triple,29/06/2021
842,Arturo,Agradable,Normal.,Estado de conservación.,España,"6,0",En familia,Habitación Doble - 1 o 2 camas,15/06/2021
843,Daniel,Céntrico y cómodo,"Está justo al lado de la avenida principal, de tiendas y restaurantes. La cama es cómoda y la habitación que nos dieron era muy amplia, con sofá y sala de estar. El wc muy limpio con ducha y también bañera.","El wifi no iba demasiado bien. Me tuvieron que que dar otra clave y ni así. Es decir, para trabajar no es el mejor hotel. Pedí tan solo 30minutos de late check out por motivos de trabajo pero nos dijeron que era imposible porque los de limpieza tenían turnos reducidos. Sí que nos dieron algo más de tiempo con el parking interior",España,"7,0",En pareja,Habitación Doble - 1 o 2 camas,22/05/2021
844,Eduard,para no volver,no cumplió expctativas,habitación muy deteriorada sábanas viejas . no nos facilitaron opción parking y estaba diluviando,España,"2,0",En pareja,Habitación Doble - 1 o 2 camas,14/05/2021
845,Lorena,40m2 a oscuras,Ubicación excelente.,"Habitación muy oscura, cama incomoda y la ducha incomoda porque sale agua mientras te duchas y se llena el suelo de agua y tienes que secarla tu con toallas que te proporciona el hotel de uso personal.",España,"6,0",En pareja,Habitación Doble - 1 o 2 camas,13/05/2021
